file,xmin,ymin,xmax,ymax
b101-9_t.png,247,193,765,761
b102-0_t.png,283,108,628,538
b104-8_t.png,7,112,740,760
b105-2_t.png,64,20,766,704
b106-8_t.png,94,13,613,758
b107-9_t.png,84,75,607,767
b108-6_t.png,287,112,792,767
b109-4_t.png,137,71,622,708
b110-6_t.png,166,82,793,762
b111-7_t.png,58,0,683,767
b112-2_t.png,0,121,462,767
b114-3_t.png,107,0,792,669
b115-8_t.png,84,127,593,759
b116-6_t.png,178,148,793,767
b117-0_t.png,49,7,564,653
b118-8_t.png,20,49,657,759
b119-0_t.png,149,122,682,756
b120-9_t.png,99,81,558,627
b121-7_t.png,157,135,592,627
b122-4_t.png,130,0,758,695
b123-1_t.png,292,158,794,662
b124-5_t.png,108,129,574,712
b126-1_t.png,218,23,795,763
b127-6_t.png,117,126,704,691
b129-7_t.png,107,219,617,767
b130-1_t.png,206,98,799,767
b132-7_t.png,111,75,711,766
b134-9_t.png,84,27,585,767
b135-8_t.png,63,1,676,767
b136-8_t.png,49,5,564,641
b137-6_t.png,241,116,752,736
b138-3_t.png,73,1,792,715
b139-2_t.png,240,178,689,723
b140-8_t.png,13,114,667,767
b141-4_t.png,199,104,670,723
b142-1_t.png,197,154,756,760
b143-6_t.png,104,4,792,767
b144-3_t.png,46,36,741,707
b145-8_t.png,121,5,715,767
b146-6_t.png,144,25,798,759
b147-7_t.png,7,129,536,592
b148-6_t.png,116,106,752,767
b150-3_t.png,116,124,649,767
b151-9_t.png,89,55,595,760
b152-8_t.png,10,158,790,677
b153-1_t.png,4,6,792,767
b154-6_t.png,190,89,773,757
b155-6_t.png,195,103,711,692
b157-7_t.png,49,134,649,763
b158-8_t.png,165,0,759,649
b161-1_t.png,104,164,799,767
b163-7_t.png,80,0,604,767
b164-3_t.png,7,109,628,593
b165-7_t.png,110,191,610,641
b166-3_t.png,8,56,497,590
b167-2_t.png,103,220,532,767
b168-1_t.png,255,154,795,767
b169-2_t.png,125,154,661,767
b170-7_t.png,183,19,625,555
b171-7_t.png,0,0,597,767
b172-1_t.png,244,31,799,738
b173-9_t.png,143,170,651,767
b175-6_t.png,101,5,717,712
b176-7_t.png,268,71,720,512
b177-6_t.png,219,212,698,767
b179-2_t.png,157,74,658,767
b180-4_t.png,148,171,656,761
b181-8_t.png,53,1,535,666
b182-7_t.png,268,94,780,724
b183-1_t.png,92,130,795,698
b185-7_t.png,16,60,737,767
b187-2_t.png,73,0,632,767
b188-7_t.png,57,63,687,762
b189-7_t.png,63,1,691,761
b190-8_t.png,62,58,651,711
b191-3_t.png,119,9,595,667
b192-9_t.png,59,144,681,766
b193-2_t.png,7,44,524,763
b194-8_t.png,57,77,587,767
b195-3_t.png,89,95,636,752
b196-7_t.png,223,139,649,658
b197-8_t.png,54,0,687,767
b198-6_t.png,122,1,769,767
b199-1_t.png,185,64,749,741
b200-6_t.png,206,133,699,674
g001-2_t.png,150,89,787,767
g002-3_t.png,114,0,794,760
g003-8_t.png,161,125,708,684
g004-8_t.png,61,102,600,715
g005-8_t.png,100,102,605,760
g006-6_t.png,162,0,798,767
g007-1_t.png,0,52,751,767
g008-6_t.png,83,46,727,760
g009-8_t.png,57,250,611,767
g011-7_t.png,176,167,636,657
g012-8_t.png,83,114,640,707
g013-4_t.png,358,71,740,636
g014-7_t.png,254,86,767,767
g016-8_t.png,93,16,630,762
g017-9_t.png,7,146,616,766
g018-6_t.png,162,120,799,767
g019-1_t.png,228,74,752,747
g020-6_t.png,234,23,798,747
g021-7_t.png,86,5,762,767
g023-6_t.png,63,5,707,762
g026-9_t.png,239,100,789,760
g027-6_t.png,342,165,791,767
g028-1_t.png,171,0,799,767
g029-9_t.png,231,99,669,767
g030-1_t.png,305,192,658,760
g031-6_t.png,192,106,786,766
g032-6_t.png,216,87,794,719
g033-7_t.png,398,4,736,402
g034-6_t.png,166,78,714,737
g035-6_t.png,1,0,792,762
g036-6_t.png,157,0,754,736
g037-6_t.png,185,0,739,509
g038-6_t.png,45,97,708,755
g039-4_t.png,7,0,792,685
g040-6_t.png,119,34,794,759
g041-6_t.png,0,7,681,662
g042-2_t.png,124,165,559,651
g043-8_t.png,117,0,795,767
g044-7_t.png,73,52,589,730
g045-9_t.png,65,398,539,767
g046-1_t.png,185,51,798,685
g047-4_t.png,8,81,596,760
g049-3_t.png,1,133,709,758
g050-7_t.png,111,89,515,745
g051-6_t.png,255,4,799,760
g052-9_t.png,7,135,697,760
g053-6_t.png,183,196,799,767
g055-3_t.png,18,0,799,573
g056-9_t.png,130,134,686,760
g057-4_t.png,64,101,622,760
g058-4_t.png,192,180,672,747
g059-1_t.png,178,7,799,747
g060-1_t.png,99,32,709,767
g061-4_t.png,166,48,792,762
g062-9_t.png,138,55,644,734
g063-2_t.png,132,93,697,760
g064-1_t.png,208,53,794,767
g065-6_t.png,227,45,707,584
g066-4_t.png,155,79,732,758
g068-6_t.png,181,150,706,676
g069-7_t.png,6,133,512,762
g070-2_t.png,74,115,710,728
g071-2_t.png,8,92,496,762
g072-1_t.png,156,118,725,767
g073-8_t.png,57,71,585,760
g074-3_t.png,18,0,793,706
