file,xmin,ymin,xmax,ymax
b101-9_t.png,292,232,720,717
b102-0_t.png,325,152,586,493
b104-8_t.png,81,152,656,718
b105-2_t.png,104,70,673,663
b106-8_t.png,134,58,570,437
b107-9_t.png,125,115,567,767
b108-6_t.png,335,176,753,767
b109-4_t.png,178,110,572,665
b110-6_t.png,257,123,754,722
b111-7_t.png,118,45,644,741
b112-2_t.png,42,160,419,724
b114-3_t.png,147,45,533,624
b115-8_t.png,124,170,551,720
b116-6_t.png,228,194,737,767
b117-0_t.png,101,50,506,603
b118-8_t.png,58,90,497,473
b119-0_t.png,196,163,580,714
b120-9_t.png,172,120,494,583
b121-7_t.png,195,175,552,585
b122-4_t.png,171,0,718,654
b123-1_t.png,333,200,754,620
b124-5_t.png,152,169,521,626
b126-1_t.png,261,190,717,655
b127-6_t.png,178,203,659,644
b129-7_t.png,174,260,578,767
b130-1_t.png,362,139,755,723
b132-7_t.png,269,115,665,722
b134-9_t.png,210,69,546,575
b135-8_t.png,104,45,500,722
b136-8_t.png,95,53,525,601
b137-6_t.png,287,157,712,676
b138-3_t.png,196,45,676,663
b139-2_t.png,279,220,650,677
b140-8_t.png,79,155,621,723
b141-4_t.png,242,144,618,671
b142-1_t.png,238,203,707,667
b143-6_t.png,182,115,746,722
b144-3_t.png,86,75,699,643
b145-8_t.png,160,46,675,767
b146-6_t.png,191,198,754,716
b147-7_t.png,45,170,486,544
b148-6_t.png,202,157,711,723
b150-3_t.png,167,173,608,695
b151-9_t.png,130,94,556,721
b152-8_t.png,50,199,752,635
b153-1_t.png,45,202,724,723
b154-6_t.png,234,127,732,678
b155-6_t.png,245,143,671,646
b157-7_t.png,91,173,609,722
b158-8_t.png,206,57,709,611
b161-1_t.png,152,206,755,735
b163-7_t.png,167,94,540,498
b164-3_t.png,143,150,572,536
b165-7_t.png,151,229,567,588
b166-3_t.png,46,99,444,546
b167-2_t.png,148,270,462,590
b168-1_t.png,296,203,754,723
b169-2_t.png,203,208,607,724
b170-7_t.png,225,65,580,514
b171-7_t.png,137,45,538,727
b172-1_t.png,287,69,756,585
b173-9_t.png,191,211,610,767
b175-6_t.png,170,68,650,575
b176-7_t.png,310,118,671,470
b177-6_t.png,258,252,658,722
b179-2_t.png,256,123,617,767
b180-4_t.png,190,211,616,707
b181-8_t.png,95,55,494,623
b182-7_t.png,321,136,739,679
b183-1_t.png,135,169,754,658
b185-7_t.png,186,107,661,722
b187-2_t.png,113,44,566,722
b188-7_t.png,134,104,646,722
b189-7_t.png,103,45,548,722
b190-8_t.png,103,101,611,664
b191-3_t.png,163,48,552,628
b192-9_t.png,134,190,642,722
b193-2_t.png,73,104,484,722
b194-8_t.png,95,116,542,727
b195-3_t.png,137,135,590,710
b196-7_t.png,269,180,605,615
b197-8_t.png,157,45,631,724
b198-6_t.png,168,46,731,729
b199-1_t.png,228,103,709,619
b200-6_t.png,246,172,660,633
g001-2_t.png,193,129,747,724
g002-3_t.png,154,45,754,668
g003-8_t.png,202,165,649,643
g004-8_t.png,101,140,558,657
g005-8_t.png,142,143,561,722
g006-6_t.png,289,68,754,767
g007-1_t.png,122,166,683,723
g008-6_t.png,167,85,679,720
g009-8_t.png,99,289,571,723
g011-7_t.png,223,216,594,608
g012-8_t.png,122,159,601,633
g013-4_t.png,401,112,699,598
g014-7_t.png,331,125,715,512
g016-8_t.png,133,70,565,722
g017-9_t.png,45,184,576,722
g018-6_t.png,247,203,799,683
g019-1_t.png,267,113,713,709
g020-6_t.png,277,61,754,602
g021-7_t.png,124,45,588,515
g023-6_t.png,140,50,666,722
g026-9_t.png,295,141,750,722
g027-6_t.png,381,209,722,711
g028-1_t.png,218,45,754,723
g029-9_t.png,271,141,625,694
g030-1_t.png,351,233,619,721
g031-6_t.png,233,170,666,718
g032-6_t.png,256,128,754,676
g033-7_t.png,438,45,695,355
g034-6_t.png,211,123,668,648
g035-6_t.png,45,36,722,722
g036-6_t.png,205,45,713,694
g037-6_t.png,234,0,699,468
g038-6_t.png,211,135,667,713
g039-4_t.png,261,45,591,645
g040-6_t.png,163,173,737,695
g041-6_t.png,84,84,628,611
g042-2_t.png,164,204,518,607
g043-8_t.png,268,45,754,723
g044-7_t.png,131,102,547,691
g045-9_t.png,116,439,493,722
g046-1_t.png,230,90,754,630
g047-4_t.png,48,122,557,691
g049-3_t.png,45,238,663,720
g050-7_t.png,154,132,475,704
g051-6_t.png,295,45,799,721
g052-9_t.png,169,188,641,717
g053-6_t.png,226,239,637,709
