file,xmin,ymin,xmax,ymax
b101-9_t.png,237,15,777,752
b102-0_t.png,252,116,636,748
b104-8_t.png,18,6,735,751
b105-2_t.png,21,21,799,766
b106-8_t.png,28,15,722,751
b107-9_t.png,90,14,766,767
b108-6_t.png,295,30,784,767
b109-4_t.png,144,15,603,748
b110-6_t.png,14,15,784,753
b111-7_t.png,15,13,676,767
b112-2_t.png,0,27,472,766
b114-3_t.png,110,15,568,676
b115-8_t.png,73,16,782,752
b116-6_t.png,0,15,770,767
b117-0_t.png,15,15,682,752
b118-8_t.png,27,56,686,752
b119-0_t.png,160,114,676,749
b120-9_t.png,113,24,784,709
b121-7_t.png,20,14,585,745
b122-4_t.png,139,0,786,766
b123-1_t.png,299,20,784,653
b124-5_t.png,116,136,568,745
b126-1_t.png,181,15,799,753
b127-6_t.png,0,17,736,744
b129-7_t.png,142,153,782,767
b130-1_t.png,15,15,789,761
b132-7_t.png,221,17,799,753
b134-9_t.png,156,0,766,753
b135-8_t.png,0,13,784,756
b136-8_t.png,0,15,745,752
b137-6_t.png,247,41,779,728
b138-3_t.png,164,14,777,767
b139-2_t.png,234,187,682,752
b140-8_t.png,18,80,656,759
b141-4_t.png,207,15,799,731
b142-1_t.png,15,24,748,736
b143-6_t.png,0,14,782,754
b144-3_t.png,27,11,759,750
b145-8_t.png,129,15,750,767
b146-6_t.png,153,32,799,752
b147-7_t.png,15,15,534,767
b148-6_t.png,17,15,799,767
b150-3_t.png,135,15,771,767
b151-9_t.png,15,14,596,752
b152-8_t.png,17,18,782,748
b153-1_t.png,14,16,784,757
b154-6_t.png,150,22,784,761
b155-6_t.png,11,15,798,748
b157-7_t.png,56,33,641,753
b158-8_t.png,172,0,784,680
b161-1_t.png,62,49,787,767
b163-7_t.png,121,13,709,767
b164-3_t.png,16,114,636,767
b165-7_t.png,29,192,636,767
b166-3_t.png,15,14,519,767
b167-2_t.png,23,15,510,754
b168-1_t.png,0,16,785,756
b169-2_t.png,169,147,689,767
b170-7_t.png,17,15,640,753
b171-7_t.png,13,10,799,767
b172-1_t.png,13,20,799,741
b173-9_t.png,159,170,642,767
b175-6_t.png,13,13,780,752
b176-7_t.png,269,8,783,750
b177-6_t.png,15,203,713,755
b179-2_t.png,210,36,649,767
b180-4_t.png,157,179,739,748
b181-8_t.png,61,15,533,767
b182-7_t.png,270,17,787,750
b183-1_t.png,15,26,784,716
b185-7_t.png,73,16,779,767
b187-2_t.png,17,12,768,753
b188-7_t.png,99,15,709,752
b189-7_t.png,71,14,679,752
b190-8_t.png,0,15,799,748
b191-3_t.png,28,12,587,731
b192-9_t.png,94,25,784,753
b193-2_t.png,15,22,799,753
b194-8_t.png,0,14,577,767
b195-3_t.png,104,63,628,748
b196-7_t.png,231,17,751,749
b197-8_t.png,123,14,784,767
b198-6_t.png,130,14,799,767
b199-1_t.png,191,26,784,739
b200-6_t.png,13,15,799,749
g001-2_t.png,15,44,781,761
g002-3_t.png,25,13,785,767
g003-8_t.png,170,15,799,750
g004-8_t.png,16,13,591,747
g005-8_t.png,20,86,632,752
g006-6_t.png,13,12,785,767
g007-1_t.png,0,15,783,761
g008-6_t.png,114,22,799,752
g009-8_t.png,54,249,632,757
g011-7_t.png,178,176,628,754
g012-8_t.png,16,13,631,752
g013-4_t.png,369,13,787,628
g014-7_t.png,298,15,758,757
g016-8_t.png,24,24,598,753
g017-9_t.png,15,153,610,754
g018-6_t.png,203,15,799,767
g019-1_t.png,235,35,762,767
g020-6_t.png,226,15,786,767
g021-7_t.png,15,14,748,767
g023-6_t.png,6,15,757,753
g026-9_t.png,247,24,799,752
g027-6_t.png,348,45,780,757
g028-1_t.png,14,13,785,757
g029-9_t.png,214,17,662,767
g030-1_t.png,287,200,652,752
g031-6_t.png,14,8,719,752
g032-6_t.png,209,0,784,751
g033-7_t.png,190,14,782,651
g034-6_t.png,133,29,719,767
g035-6_t.png,0,0,786,753
g036-6_t.png,165,10,789,767
g037-6_t.png,196,0,744,736
g038-6_t.png,14,15,789,752
g039-4_t.png,0,14,625,680
g040-6_t.png,117,20,783,743
g041-6_t.png,0,15,775,752
g042-2_t.png,129,173,552,751
g043-8_t.png,227,0,785,756
g044-7_t.png,19,20,588,750
g045-9_t.png,21,398,532,756
g046-1_t.png,173,20,786,767
g047-4_t.png,16,10,606,759
