file,xmin,ymin,xmax,ymax
b101-9_t.png,257,201,763,752
b102-0_t.png,276,116,621,705
b104-8_t.png,18,120,731,752
b105-2_t.png,72,28,784,752
b106-8_t.png,43,16,606,751
b107-9_t.png,92,84,599,767
b108-6_t.png,294,20,784,767
b109-4_t.png,146,68,612,705
b110-6_t.png,175,91,784,753
b111-7_t.png,15,13,676,767
b112-2_t.png,0,122,454,766
b114-3_t.png,115,15,572,662
b115-8_t.png,92,136,592,752
b116-6_t.png,177,141,784,767
b117-0_t.png,58,15,562,686
b118-8_t.png,28,57,647,749
b119-0_t.png,148,128,674,749
b120-9_t.png,107,89,558,640
b121-7_t.png,165,143,593,734
b122-4_t.png,139,0,770,687
b123-1_t.png,299,167,784,654
b124-5_t.png,116,137,565,717
b126-1_t.png,219,24,799,753
b127-6_t.png,50,128,696,749
b129-7_t.png,141,227,609,767
b130-1_t.png,100,106,789,756
b132-7_t.png,116,82,723,753
b134-9_t.png,177,0,577,655
b135-8_t.png,71,13,683,756
b136-8_t.png,49,15,556,632
b137-6_t.png,249,124,744,719
b138-3_t.png,164,14,783,706
b139-2_t.png,248,186,682,752
b140-8_t.png,20,123,663,759
b141-4_t.png,208,112,668,717
b142-1_t.png,15,54,749,732
b143-6_t.png,136,14,783,754
b144-3_t.png,26,14,732,699
b145-8_t.png,78,14,707,767
b146-6_t.png,151,15,799,753
b147-7_t.png,15,136,528,767
b148-6_t.png,20,91,744,761
b150-3_t.png,110,103,659,767
b151-9_t.png,44,62,592,752
b152-8_t.png,17,156,782,682
b153-1_t.png,14,51,784,757
b154-6_t.png,195,96,765,749
b155-6_t.png,148,110,704,685
b157-7_t.png,57,142,641,753
b158-8_t.png,172,0,784,641
b161-1_t.png,107,168,789,767
b163-7_t.png,20,14,578,767
b164-3_t.png,15,116,623,584
b165-7_t.png,119,197,601,767
b166-3_t.png,15,14,500,581
b167-2_t.png,38,227,527,754
b168-1_t.png,264,162,785,756
b169-2_t.png,15,160,652,767
b170-7_t.png,154,27,639,754
b171-7_t.png,13,10,590,767
b172-1_t.png,252,20,799,693
b173-9_t.png,154,179,642,767
b175-6_t.png,13,14,776,704
b176-7_t.png,10,8,783,506
b177-6_t.png,176,220,699,755
b179-2_t.png,156,86,650,767
b180-4_t.png,156,179,649,752
b181-8_t.png,61,15,528,658
b182-7_t.png,276,29,788,748
b183-1_t.png,101,139,784,717
b185-7_t.png,24,15,713,767
b187-2_t.png,80,12,627,754
b188-7_t.png,13,72,679,752
b189-7_t.png,71,15,593,752
b190-8_t.png,68,63,643,742
b191-3_t.png,24,10,586,736
b192-9_t.png,81,151,676,753
b193-2_t.png,15,52,517,753
b194-8_t.png,64,83,578,767
b195-3_t.png,15,103,629,747
b196-7_t.png,229,123,642,649
b197-8_t.png,14,0,679,767
b198-6_t.png,130,14,798,767
b199-1_t.png,156,47,742,733
b200-6_t.png,191,141,799,752
g001-2_t.png,155,92,779,761
g002-3_t.png,122,13,785,767
g003-8_t.png,169,133,699,751
g004-8_t.png,69,99,592,747
g005-8_t.png,107,110,596,752
g006-6_t.png,139,15,785,767
g007-1_t.png,0,15,783,759
g008-6_t.png,94,53,719,752
g009-8_t.png,56,258,603,757
g011-7_t.png,130,176,628,752
g012-8_t.png,90,123,632,676
g013-4_t.png,366,79,731,628
g014-7_t.png,274,94,759,757
g016-8_t.png,101,24,606,752
g017-9_t.png,15,153,609,754
g018-6_t.png,171,136,799,767
g019-1_t.png,235,82,745,757
g020-6_t.png,154,14,785,767
g021-7_t.png,93,15,754,767
g023-6_t.png,73,15,699,752
g026-9_t.png,225,108,799,752
g027-6_t.png,347,149,779,756
g028-1_t.png,181,13,786,757
g029-9_t.png,234,108,660,767
g030-1_t.png,314,200,651,752
g031-6_t.png,200,114,735,753
g032-6_t.png,223,0,784,711
g033-7_t.png,387,14,782,644
g034-6_t.png,175,86,703,704
g035-6_t.png,13,0,799,752
g036-6_t.png,164,10,788,767
g037-6_t.png,193,0,733,501
g038-6_t.png,149,16,702,746
g039-4_t.png,228,13,624,677
g040-6_t.png,126,21,785,727
g041-6_t.png,1,15,759,654
g042-2_t.png,130,173,552,710
g043-8_t.png,122,0,785,757
g044-7_t.png,87,55,582,750
g045-9_t.png,73,407,533,754
g046-1_t.png,186,15,786,672
g047-4_t.png,16,89,588,752
g049-3_t.png,14,191,699,751
g050-7_t.png,119,98,718,752
g051-6_t.png,162,14,799,752
g052-9_t.png,13,148,689,752
g053-6_t.png,190,204,799,754
g055-3_t.png,26,11,520,565
g056-9_t.png,135,142,679,752
g057-4_t.png,71,110,597,752
g058-4_t.png,200,188,677,745
g059-1_t.png,157,75,799,738
g060-1_t.png,107,40,701,767
g061-4_t.png,174,15,784,752
g062-9_t.png,143,31,631,767
g063-2_t.png,141,101,690,752
g064-1_t.png,212,61,784,759
g065-6_t.png,235,50,699,739
g066-4_t.png,163,65,729,751
g068-6_t.png,175,157,697,661
g069-7_t.png,15,141,503,752
g070-2_t.png,82,122,713,718
g071-2_t.png,16,100,498,755
g072-1_t.png,231,126,735,755
g073-8_t.png,68,78,651,752
g074-3_t.png,25,1,650,720
g075-3_t.png,75,119,799,751
g076-3_t.png,32,65,563,752
g077-1_t.png,211,145,799,717
g078-3_t.png,117,154,612,694
g079-1_t.png,140,123,669,610
g080-8_t.png,43,16,799,713
g081-1_t.png,146,243,785,761
g082-6_t.png,134,48,784,703
g083-8_t.png,77,50,696,624
g084-6_t.png,152,0,784,752
g085-2_t.png,179,237,785,755
g086-9_t.png,246,6,799,722
g087-8_t.png,129,151,699,752
g088-7_t.png,15,112,699,767
g089-0_t.png,74,0,508,566
g090-5_t.png,207,0,614,629
g092-3_t.png,78,73,734,757
g093-8_t.png,205,6,625,466
g094-6_t.png,190,13,784,596
g095-6_t.png,161,18,784,755
g096-2_t.png,145,15,722,751
g099-9_t.png,324,75,784,552
u201-6_t.png,13,13,776,751
u202-8_t.png,202,259,684,767
u204-2_t.png,25,114,572,751
u205-4_t.png,21,74,728,752
u206-3_t.png,382,15,791,761
u209-7_t.png,81,49,702,754
u211-8_t.png,112,15,706,672
u212-2_t.png,0,107,606,767
u213-5_t.png,32,15,562,754
u214-5_t.png,118,196,551,677
u215-8_t.png,159,126,563,730
u216-4_t.png,18,118,743,751
u217-6_t.png,6,16,787,677
u218-1_t.png,199,15,784,767
u220-5_t.png,121,128,489,546
u221-9_t.png,143,0,783,616
u222-3_t.png,17,68,779,749
u223-6_t.png,13,10,783,752
u224-6_t.png,69,62,705,655
u225-6_t.png,162,43,785,756
u226-3_t.png,97,197,654,757
u227-6_t.png,15,98,735,761
u228-3_t.png,19,99,659,752
u229-2_t.png,149,203,659,750
u230-6_t.png,64,17,706,753
u231-2_t.png,56,14,704,571
u232-4_t.png,142,146,586,752
u233-6_t.png,172,10,785,705
u235-4_t.png,94,15,601,681
u236-2_t.png,80,83,645,756
u237-1_t.png,286,38,785,752
u238-1_t.png,183,139,700,682
u240-1_t.png,169,113,736,766
u241-6_t.png,158,24,658,676
u242-1_t.png,179,124,785,752
u243-8_t.png,172,13,702,651
u245-7_t.png,12,0,799,767
u246-8_t.png,118,142,582,752
u247-1_t.png,245,15,799,611
u249-3_t.png,195,68,626,704
u250-1_t.png,291,153,784,767
u251-1_t.png,264,14,788,767
u252-6_t.png,133,91,770,766
u253-9_t.png,128,236,663,752
u254-3_t.png,118,142,633,755
u255-1_t.png,217,45,784,759
u256-7_t.png,273,119,741,767
u257-3_t.png,84,122,671,767
u258-1_t.png,172,69,768,614
u259-7_t.png,90,145,784,755
u260-8_t.png,99,8,710,761
u261-6_t.png,13,14,799,754
u263-1_t.png,161,21,791,752
u265-3_t.png,178,154,577,670
u266-3_t.png,94,104,698,751
u267-3_t.png,300,30,799,668
u268-4_t.png,101,100,585,767
u269-3_t.png,124,65,608,675
u270-6_t.png,175,86,703,704
u271-6_t.png,168,56,785,754
u272-9_t.png,45,139,614,743
u273-6_t.png,179,14,778,752
u274-9_t.png,237,81,689,628
u276-6_t.png,13,0,783,755
u277-9_t.png,158,155,677,752
