file,xmin,ymin,xmax,ymax
b101-9_t.png,252,30,762,737
b102-0_t.png,267,131,621,733
b104-8_t.png,33,27,720,736
b105-2_t.png,36,36,773,741
b106-8_t.png,43,30,707,736
b107-9_t.png,105,30,751,767
b108-6_t.png,310,45,769,767
b109-4_t.png,159,30,588,733
b110-6_t.png,30,30,769,737
b111-7_t.png,30,29,661,767
b112-2_t.png,25,42,457,741
b114-3_t.png,125,30,553,661
b115-8_t.png,88,140,600,737
b116-6_t.png,0,30,755,767
b117-0_t.png,30,30,667,737
b118-8_t.png,42,71,671,737
b119-0_t.png,175,129,661,734
b120-9_t.png,128,39,769,694
b121-7_t.png,35,30,570,730
b122-4_t.png,154,0,770,741
b123-1_t.png,314,35,769,638
b124-5_t.png,131,151,553,730
b126-1_t.png,196,30,779,737
b127-6_t.png,24,32,721,729
b129-7_t.png,157,168,767,767
b130-1_t.png,30,30,771,740
b132-7_t.png,236,32,799,737
b134-9_t.png,171,0,751,737
b135-8_t.png,0,29,769,739
b136-8_t.png,0,30,730,737
b137-6_t.png,262,56,764,713
b138-3_t.png,179,30,762,767
b139-2_t.png,249,202,667,737
b140-8_t.png,33,95,641,739
b141-4_t.png,222,30,799,716
b142-1_t.png,30,39,733,721
b143-6_t.png,0,30,767,738
b144-3_t.png,42,28,744,735
b145-8_t.png,144,30,735,767
b146-6_t.png,168,47,774,737
b147-7_t.png,30,30,519,743
b148-6_t.png,32,30,799,767
b150-3_t.png,150,30,756,767
b151-9_t.png,30,30,581,737
b152-8_t.png,32,33,767,733
b153-1_t.png,30,31,769,739
b154-6_t.png,165,37,769,740
b155-6_t.png,28,30,773,733
b157-7_t.png,71,48,626,737
b158-8_t.png,187,0,769,665
b161-1_t.png,77,64,770,767
b163-7_t.png,136,29,694,767
b164-3_t.png,31,129,621,767
b165-7_t.png,44,207,621,767
b166-3_t.png,30,30,504,767
b167-2_t.png,38,30,495,738
b168-1_t.png,22,31,769,739
b169-2_t.png,184,162,674,742
b170-7_t.png,32,30,625,737
b171-7_t.png,29,28,777,745
b172-1_t.png,29,35,799,726
b173-9_t.png,174,185,627,767
b175-6_t.png,29,29,765,737
b176-7_t.png,284,28,768,735
b177-6_t.png,30,218,698,738
b179-2_t.png,225,51,634,767
b180-4_t.png,172,194,724,733
b181-8_t.png,76,30,518,767
b182-7_t.png,285,32,770,735
b183-1_t.png,30,41,769,701
b185-7_t.png,88,31,764,767
b187-2_t.png,32,29,753,737
b188-7_t.png,114,30,694,737
b189-7_t.png,86,30,664,737
b190-8_t.png,0,30,799,733
b191-3_t.png,43,29,572,716
b192-9_t.png,109,40,769,737
b193-2_t.png,30,37,799,737
b194-8_t.png,0,30,562,741
b195-3_t.png,119,78,613,733
b196-7_t.png,246,112,628,734
b197-8_t.png,138,30,769,741
b198-6_t.png,145,30,799,752
b199-1_t.png,206,41,769,724
b200-6_t.png,29,30,799,734
g001-2_t.png,30,59,766,740
g002-3_t.png,40,29,769,767
g003-8_t.png,185,30,799,735
g004-8_t.png,31,29,576,732
g005-8_t.png,35,101,617,737
g006-6_t.png,29,29,769,767
g007-1_t.png,0,30,768,740
g008-6_t.png,129,37,778,737
g009-8_t.png,69,264,617,739
g011-7_t.png,193,191,613,738
g012-8_t.png,31,29,616,737
g013-4_t.png,384,29,770,613
g014-7_t.png,313,30,743,739
g016-8_t.png,39,39,583,737
g017-9_t.png,30,168,595,738
g018-6_t.png,218,30,799,753
g019-1_t.png,250,50,747,767
g020-6_t.png,241,30,770,743
g021-7_t.png,30,30,733,747
g023-6_t.png,27,30,742,737
g026-9_t.png,262,39,799,737
g027-6_t.png,363,60,765,739
g028-1_t.png,30,29,769,739
g029-9_t.png,229,32,647,767
g030-1_t.png,302,215,637,737
g031-6_t.png,30,28,704,737
g032-6_t.png,224,0,769,736
g033-7_t.png,205,30,767,636
g034-6_t.png,148,44,704,767
g035-6_t.png,22,1,770,737
g036-6_t.png,180,28,771,767
g037-6_t.png,211,0,729,721
g038-6_t.png,30,30,771,737
g039-4_t.png,0,30,610,665
g040-6_t.png,132,35,768,728
g041-6_t.png,0,30,760,737
g042-2_t.png,144,188,537,736
g043-8_t.png,242,21,769,739
g044-7_t.png,34,35,573,735
g045-9_t.png,36,413,517,739
g046-1_t.png,188,35,770,767
g047-4_t.png,31,28,591,739
g049-3_t.png,30,128,693,736
g050-7_t.png,134,52,506,726
g051-6_t.png,0,29,799,737
g052-9_t.png,30,156,689,736
g053-6_t.png,192,221,655,736
g055-3_t.png,41,28,770,600
g056-9_t.png,150,30,666,737
g057-4_t.png,84,30,767,737
g058-4_t.png,192,203,676,737
g059-1_t.png,142,30,799,737
g060-1_t.png,22,49,799,741
g061-4_t.png,155,30,769,737
g062-9_t.png,47,30,726,767
g063-2_t.png,157,72,674,736
g064-1_t.png,227,52,769,740
g065-6_t.png,251,31,685,728
g066-4_t.png,177,30,738,736
g068-6_t.png,30,30,682,640
g069-7_t.png,116,152,491,737
g070-2_t.png,38,61,746,738
g071-2_t.png,32,69,489,738
g072-1_t.png,208,29,770,739
g073-8_t.png,32,37,569,737
g074-3_t.png,40,26,770,747
g075-3_t.png,19,36,778,736
g076-3_t.png,32,29,742,767
g077-1_t.png,127,141,799,737
g078-3_t.png,52,170,596,693
g079-1_t.png,137,120,764,605
g080-8_t.png,29,30,799,767
g081-1_t.png,30,142,769,740
g082-6_t.png,149,66,769,737
g083-8_t.png,91,0,768,616
g084-6_t.png,171,25,761,737
g085-2_t.png,165,251,769,738
g086-9_t.png,137,27,799,737
g087-8_t.png,180,168,705,736
g088-7_t.png,45,32,713,742
g089-0_t.png,30,0,558,660
g090-5_t.png,223,0,658,617
g092-3_t.png,28,30,718,739
g093-8_t.png,222,27,621,729
g094-6_t.png,28,30,769,580
g095-6_t.png,176,42,769,767
g096-2_t.png,158,30,762,736
g099-9_t.png,343,26,769,562
u201-6_t.png,29,30,767,736
u202-8_t.png,219,274,687,742
u204-2_t.png,152,31,716,736
u205-4_t.png,37,28,715,737
u206-3_t.png,397,30,771,739
u209-7_t.png,108,37,767,738
u211-8_t.png,43,30,747,732
u212-2_t.png,25,36,635,767
u213-5_t.png,36,29,769,738
u214-5_t.png,128,211,536,730
u215-8_t.png,175,58,561,721
u216-4_t.png,191,30,767,735
u217-6_t.png,8,30,770,739
u218-1_t.png,208,43,769,742
u220-5_t.png,30,33,571,736
u221-9_t.png,156,0,758,737
u222-3_t.png,105,0,759,734
u223-6_t.png,30,28,769,737
u224-6_t.png,29,25,767,729
u225-6_t.png,0,29,771,739
u226-3_t.png,77,213,639,767
u227-6_t.png,31,30,753,740
u228-3_t.png,33,29,726,736
u229-2_t.png,163,218,642,735
u230-6_t.png,30,32,753,738
u231-2_t.png,30,28,770,556
u232-4_t.png,156,161,570,737
u233-6_t.png,29,28,769,737
u235-4_t.png,111,29,759,743
u236-2_t.png,29,34,754,738
u237-1_t.png,298,49,770,737
u238-1_t.png,198,155,799,733
u240-1_t.png,150,51,767,741
u241-6_t.png,30,40,770,735
u242-1_t.png,257,27,769,736
u243-8_t.png,188,29,752,636
u245-7_t.png,30,25,799,744
u246-8_t.png,194,157,570,737
u247-1_t.png,261,32,799,720
u249-3_t.png,210,19,775,735
u250-1_t.png,306,175,769,739
