file,xmin,ymin,xmax,ymax
b101-9_t.png,276,217,737,736
b102-0_t.png,307,135,602,510
b104-8_t.png,52,136,677,733
b105-2_t.png,88,44,688,679
b106-8_t.png,118,41,587,718
b107-9_t.png,109,100,583,767
b108-6_t.png,316,159,768,767
b109-4_t.png,163,94,590,681
b110-6_t.png,241,107,769,737
b111-7_t.png,102,29,659,767
b112-2_t.png,25,145,435,741
b114-3_t.png,131,30,549,639
b115-8_t.png,109,153,569,736
b116-6_t.png,211,177,764,767
b117-0_t.png,86,31,528,621
b118-8_t.png,43,74,628,659
b119-0_t.png,180,147,634,730
b120-9_t.png,154,104,512,599
b121-7_t.png,180,159,568,601
b122-4_t.png,155,0,734,671
b123-1_t.png,317,185,769,636
b124-5_t.png,135,152,537,673
b126-1_t.png,244,131,749,670
b127-6_t.png,161,186,676,664
b129-7_t.png,157,245,593,767
b130-1_t.png,343,122,771,739
b132-7_t.png,236,100,680,737
b134-9_t.png,193,53,562,592
b135-8_t.png,88,30,643,738
b136-8_t.png,76,38,540,616
b137-6_t.png,270,142,728,694
b138-3_t.png,180,30,693,680
b139-2_t.png,264,203,665,697
b140-8_t.png,59,139,636,739
b141-4_t.png,226,129,635,688
b142-1_t.png,223,183,726,684
b143-6_t.png,164,99,767,738
b144-3_t.png,70,59,715,660
b145-8_t.png,144,30,691,767
b146-6_t.png,176,89,769,731
b147-7_t.png,30,154,506,560
b148-6_t.png,179,142,728,738
b150-3_t.png,151,154,624,714
b151-9_t.png,113,79,572,737
b152-8_t.png,34,184,767,650
b153-1_t.png,30,179,768,739
b154-6_t.png,219,112,748,707
b155-6_t.png,229,127,686,662
b157-7_t.png,74,157,625,737
b158-8_t.png,190,35,725,626
b161-1_t.png,137,189,770,767
b163-7_t.png,113,78,561,767
b164-3_t.png,126,134,588,564
b165-7_t.png,135,214,583,604
b166-3_t.png,31,83,463,564
b167-2_t.png,132,245,479,614
b168-1_t.png,281,181,769,738
b169-2_t.png,188,191,623,741
b170-7_t.png,210,48,598,529
b171-7_t.png,122,28,562,745
b172-1_t.png,271,54,788,600
b173-9_t.png,175,195,626,767
b175-6_t.png,151,48,667,687
b176-7_t.png,294,101,686,486
b177-6_t.png,243,236,674,738
b179-2_t.png,186,105,633,767
b180-4_t.png,174,195,632,722
b181-8_t.png,77,30,510,640
b182-7_t.png,304,121,756,694
b183-1_t.png,118,154,769,673
b185-7_t.png,171,92,679,737
b187-2_t.png,98,29,595,738
b188-7_t.png,94,88,662,737
b189-7_t.png,88,30,573,737
b190-8_t.png,86,84,627,680
b191-3_t.png,148,32,568,643
b192-9_t.png,114,173,658,737
b193-2_t.png,56,86,500,737
b194-8_t.png,80,101,558,745
b195-3_t.png,121,120,607,726
b196-7_t.png,253,164,623,633
b197-8_t.png,141,30,658,741
b198-6_t.png,150,30,746,750
b199-1_t.png,211,88,725,635
b200-6_t.png,230,157,675,648
g001-2_t.png,178,114,763,740
g002-3_t.png,138,29,769,684
g003-8_t.png,186,149,678,658
g004-8_t.png,85,125,573,673
g005-8_t.png,127,127,576,737
g006-6_t.png,266,43,769,767
g007-1_t.png,106,151,700,739
g008-6_t.png,151,70,698,737
g009-8_t.png,84,274,586,739
g011-7_t.png,205,195,610,627
g012-8_t.png,106,144,616,650
g013-4_t.png,382,97,715,613
g014-7_t.png,309,109,733,739
g016-8_t.png,117,48,582,737
g017-9_t.png,30,169,592,737
g018-6_t.png,231,186,799,753
g019-1_t.png,252,97,729,724
g020-6_t.png,262,46,769,617
g021-7_t.png,109,30,733,746
g023-6_t.png,122,30,682,737
g026-9_t.png,276,126,765,737
g027-6_t.png,366,193,738,737
g028-1_t.png,202,29,769,739
g029-9_t.png,255,124,641,719
g030-1_t.png,335,217,635,736
g031-6_t.png,217,153,682,735
g032-6_t.png,241,112,769,693
g033-7_t.png,422,30,712,370
g034-6_t.png,193,106,685,664
g035-6_t.png,30,11,746,737
g036-6_t.png,187,28,729,710
g037-6_t.png,211,0,714,484
g038-6_t.png,195,120,683,728
g039-4_t.png,245,30,607,661
g040-6_t.png,146,158,754,710
g041-6_t.png,65,53,644,626
g042-2_t.png,149,189,534,623
g043-8_t.png,241,20,769,739
g044-7_t.png,108,81,564,706
g045-9_t.png,98,423,510,738
g046-1_t.png,215,75,769,646
g047-4_t.png,32,105,572,737
g049-3_t.png,30,220,678,735
g050-7_t.png,138,115,491,720
g051-6_t.png,279,30,799,736
g052-9_t.png,153,171,667,735
g053-6_t.png,210,222,653,726
g055-3_t.png,41,28,502,548
g056-9_t.png,191,158,660,737
g057-4_t.png,91,126,569,706
g058-4_t.png,217,204,648,706
g059-1_t.png,202,101,799,694
g060-1_t.png,136,56,685,742
g061-4_t.png,189,79,769,707
g062-9_t.png,174,80,607,702
g063-2_t.png,159,117,673,730
g064-1_t.png,239,76,769,738
g065-6_t.png,253,68,683,556
g066-4_t.png,187,128,708,629
g068-6_t.png,206,183,680,633
g069-7_t.png,165,158,486,725
g070-2_t.png,103,139,684,699
g071-2_t.png,33,118,450,737
g072-1_t.png,247,144,701,737
g073-8_t.png,96,96,551,736
g074-3_t.png,43,26,634,674
g075-3_t.png,107,136,742,730
g076-3_t.png,111,95,528,734
g077-1_t.png,228,162,799,689
g078-3_t.png,133,170,595,673
g079-1_t.png,171,140,651,583
g080-8_t.png,184,101,684,696
g081-1_t.png,209,272,769,679
g082-6_t.png,151,173,767,686
g083-8_t.png,94,67,680,599
g084-6_t.png,170,26,674,737
g085-2_t.png,202,253,769,738
g086-9_t.png,270,29,799,697
g087-8_t.png,181,169,683,735
g088-7_t.png,168,195,654,742
g089-0_t.png,93,44,484,490
g090-5_t.png,225,29,588,604
g092-3_t.png,154,104,714,734
g093-8_t.png,224,27,601,449
g094-6_t.png,216,29,730,514
g095-6_t.png,178,127,746,708
g096-2_t.png,164,38,700,718
g099-9_t.png,347,185,655,425
u201-6_t.png,30,134,626,735
u202-8_t.png,226,276,661,741
u204-2_t.png,160,129,554,736
u205-4_t.png,86,105,701,737
u206-3_t.png,399,108,771,568
u209-7_t.png,105,65,673,738
u211-8_t.png,129,66,687,652
u212-2_t.png,150,125,581,750
u213-5_t.png,57,202,486,710
u214-5_t.png,135,212,533,659
u215-8_t.png,177,144,532,647
u216-4_t.png,201,134,725,733
u217-6_t.png,218,53,770,739
u218-1_t.png,238,51,769,596
u220-5_t.png,136,144,471,525
u221-9_t.png,161,0,678,597
u222-3_t.png,108,84,683,729
u223-6_t.png,126,28,731,737
u224-6_t.png,157,128,659,628
u225-6_t.png,260,109,749,739
u226-3_t.png,164,215,638,737
u227-6_t.png,158,115,717,740
u228-3_t.png,75,115,626,730
u229-2_t.png,171,220,615,659
u230-6_t.png,191,69,686,733
u231-2_t.png,80,30,675,469
u232-4_t.png,159,162,566,737
u233-6_t.png,223,71,769,676
u235-4_t.png,111,68,582,663
u236-2_t.png,99,101,621,707
u237-1_t.png,309,54,769,737
u238-1_t.png,201,158,683,658
u240-1_t.png,196,161,707,740
u241-6_t.png,174,71,640,655
u242-1_t.png,270,152,769,717
u243-8_t.png,189,29,682,519
u245-7_t.png,86,25,734,737
u246-8_t.png,207,158,566,695
u247-1_t.png,266,32,799,594
u249-3_t.png,214,85,606,681
u250-1_t.png,309,183,769,728
u251-1_t.png,296,30,771,609
u252-6_t.png,227,198,754,739
u253-9_t.png,158,253,638,737
u254-3_t.png,221,162,611,738
u255-1_t.png,252,132,737,739
u256-7_t.png,291,135,671,729
u257-3_t.png,101,141,634,741
u258-1_t.png,191,89,708,597
u259-7_t.png,113,161,567,738
u260-8_t.png,129,29,620,740
u261-6_t.png,164,34,777,737
u263-1_t.png,196,57,772,726
u265-3_t.png,206,171,558,642
u266-3_t.png,179,127,676,736
u267-3_t.png,317,136,799,650
u268-4_t.png,118,116,567,711
u269-3_t.png,142,81,587,659
u270-6_t.png,193,106,685,664
u271-6_t.png,187,126,748,695
u272-9_t.png,101,156,591,710
u273-6_t.png,206,30,676,519
u274-9_t.png,276,120,668,612
u276-6_t.png,148,0,718,738
u277-9_t.png,182,175,660,723
u280-5_t.png,216,257,524,629
u281-7_t.png,290,140,684,695
u282-2_t.png,32,205,490,649
u283-6_t.png,204,134,770,723
u284-2_t.png,75,73,564,738
u285-4_t.png,30,101,527,664
u286-6_t.png,222,117,683,686
u287-3_t.png,229,152,618,629
u288-6_t.png,30,30,769,672
u289-6_t.png,224,44,716,598
u290-4_t.png,36,91,497,736
u291-6_t.png,221,136,742,602
u292-1_t.png,181,165,769,737
u293-1_t.png,336,31,770,600
u294-6_t.png,222,68,753,619
u295-1_t.png,202,108,742,534
u296-6_t.png,293,178,779,739
u298-2_t.png,152,103,627,565
u299-8_t.png,280,134,673,677
u300-2_t.png,271,170,735,629
