file,xmin,ymin,xmax,ymax
b101-9_t.png,260,201,754,752
b102-0_t.png,291,117,619,527
b104-8_t.png,18,121,726,748
b105-2_t.png,73,28,703,696
b106-8_t.png,103,26,603,747
b107-9_t.png,93,84,598,767
b108-6_t.png,296,142,783,767
b109-4_t.png,147,79,611,696
b110-6_t.png,176,92,784,752
b111-7_t.png,76,13,675,767
b112-2_t.png,0,129,453,766
b114-3_t.png,116,15,570,656
b115-8_t.png,93,137,584,751
b116-6_t.png,189,158,784,767
b117-0_t.png,59,15,545,639
b118-8_t.png,28,58,645,677
b119-0_t.png,164,130,673,746
b120-9_t.png,122,89,531,616
b121-7_t.png,165,144,583,618
b122-4_t.png,139,0,750,687
b123-1_t.png,300,169,784,653
b124-5_t.png,118,137,563,695
b126-1_t.png,229,109,776,687
b127-6_t.png,140,156,694,683
b129-7_t.png,141,228,609,767
b130-1_t.png,297,106,788,756
b132-7_t.png,123,84,702,753
b134-9_t.png,178,36,577,649
b135-8_t.png,72,14,663,756
b136-8_t.png,61,15,555,632
b137-6_t.png,250,126,743,714
b138-3_t.png,164,14,709,702
b139-2_t.png,248,186,681,714
b140-8_t.png,42,123,654,759
b141-4_t.png,211,112,657,707
b142-1_t.png,207,166,744,718
b143-6_t.png,142,80,782,754
b144-3_t.png,55,44,732,698
b145-8_t.png,129,15,706,767
b146-6_t.png,155,45,785,747
b147-7_t.png,15,138,526,581
b148-6_t.png,163,126,744,767
b150-3_t.png,135,135,639,750
b151-9_t.png,97,63,587,752
b152-8_t.png,18,168,782,666
b153-1_t.png,14,82,784,756
b154-6_t.png,202,97,764,747
b155-6_t.png,212,111,702,680
b157-7_t.png,57,142,640,753
b158-8_t.png,174,1,740,641
b161-1_t.png,119,173,791,767
b163-7_t.png,92,53,577,767
b164-3_t.png,55,117,606,583
b165-7_t.png,119,199,599,620
b166-3_t.png,16,65,486,581
b167-2_t.png,114,229,520,754
b168-1_t.png,265,162,785,755
b169-2_t.png,137,164,651,767
b170-7_t.png,194,30,615,545
b171-7_t.png,13,10,588,767
b172-1_t.png,254,39,799,662
b173-9_t.png,157,179,642,767
b175-6_t.png,131,15,686,703
b176-7_t.png,279,84,705,504
b177-6_t.png,227,220,689,757
b179-2_t.png,166,88,649,767
b180-4_t.png,158,180,648,740
b181-8_t.png,61,15,526,657
b182-7_t.png,282,105,772,710
b183-1_t.png,102,139,785,689
b185-7_t.png,27,72,710,766
b187-2_t.png,82,12,623,754
b188-7_t.png,73,72,678,752
b189-7_t.png,72,15,592,752
b190-8_t.png,70,68,642,700
b191-3_t.png,132,17,583,658
b192-9_t.png,93,155,673,753
b193-2_t.png,37,52,516,753
b194-8_t.png,65,86,576,767
b195-3_t.png,102,104,627,743
b196-7_t.png,235,148,639,649
b197-8_t.png,75,10,679,767
b198-6_t.png,134,14,761,767
b199-1_t.png,194,73,740,723
b200-6_t.png,214,141,691,666
g001-2_t.png,161,98,778,761
