file,xmin,ymin,xmax,ymax
b101-9_t.png,229,7,785,762
b102-0_t.png,244,108,644,756
b104-8_t.png,10,0,743,759
b105-2_t.png,13,13,799,767
b106-8_t.png,20,7,730,759
b107-9_t.png,82,1,774,767
b108-6_t.png,287,22,792,767
b109-4_t.png,136,7,611,756
b110-6_t.png,4,6,793,763
b111-7_t.png,7,0,684,767
b112-2_t.png,0,19,480,767
b114-3_t.png,102,6,576,684
b115-8_t.png,65,8,790,760
b116-6_t.png,0,5,778,767
b117-0_t.png,7,7,690,762
b118-8_t.png,19,48,694,760
b119-0_t.png,152,106,684,757
b120-9_t.png,105,16,792,717
b121-7_t.png,12,4,593,753
b122-4_t.png,131,0,799,767
b123-1_t.png,291,12,794,661
b124-5_t.png,108,128,576,753
b126-1_t.png,173,7,799,766
b127-6_t.png,0,9,744,752
b129-7_t.png,134,145,790,767
b130-1_t.png,6,7,799,767
b132-7_t.png,213,9,799,763
b134-9_t.png,148,0,774,763
b135-8_t.png,0,0,794,767
b136-8_t.png,0,6,753,761
b137-6_t.png,239,33,787,736
b138-3_t.png,156,1,785,767
b139-2_t.png,226,179,690,760
b140-8_t.png,10,72,664,767
b141-4_t.png,199,5,799,739
b142-1_t.png,5,16,756,744
b143-6_t.png,0,4,790,767
b144-3_t.png,19,0,767,758
b145-8_t.png,121,5,758,767
b146-6_t.png,145,24,799,762
b147-7_t.png,7,6,542,767
b148-6_t.png,9,6,799,767
b150-3_t.png,127,7,779,767
b151-9_t.png,7,4,604,761
b152-8_t.png,9,10,790,756
b153-1_t.png,4,8,792,767
b154-6_t.png,142,14,794,767
b155-6_t.png,0,5,799,756
b157-7_t.png,48,25,649,763
b158-8_t.png,164,0,792,688
b161-1_t.png,54,41,799,767
b163-7_t.png,113,0,717,767
b164-3_t.png,8,106,644,767
b165-7_t.png,21,184,644,767
b166-3_t.png,7,4,527,767
b167-2_t.png,15,7,518,767
b168-1_t.png,0,8,795,767
b169-2_t.png,161,139,697,767
b170-7_t.png,9,7,648,766
b171-7_t.png,0,0,799,767
b172-1_t.png,0,12,799,749
b173-9_t.png,151,162,650,767
b175-6_t.png,0,0,788,762
b176-7_t.png,261,0,791,758
b177-6_t.png,6,195,721,767
b179-2_t.png,202,28,657,767
b180-4_t.png,149,171,747,756
b181-8_t.png,53,6,541,767
b182-7_t.png,262,9,799,758
b183-1_t.png,6,18,794,724
b185-7_t.png,65,8,787,767
b187-2_t.png,9,0,776,766
b188-7_t.png,91,7,717,762
b189-7_t.png,63,4,687,761
b190-8_t.png,0,7,799,756
b191-3_t.png,20,0,595,739
b192-9_t.png,86,17,793,766
b193-2_t.png,7,14,799,766
b194-8_t.png,0,4,585,767
b195-3_t.png,96,55,636,756
b196-7_t.png,223,9,759,757
b197-8_t.png,115,1,792,767
b198-6_t.png,122,4,799,767
b199-1_t.png,183,18,792,747
b200-6_t.png,0,6,799,757
g001-2_t.png,7,36,789,767
g002-3_t.png,17,0,795,767
g003-8_t.png,162,7,799,758
g004-8_t.png,8,0,599,755
g005-8_t.png,12,78,640,761
g006-6_t.png,0,0,798,767
g007-1_t.png,0,7,791,767
g008-6_t.png,106,14,799,762
g009-8_t.png,46,241,640,767
g011-7_t.png,170,168,636,767
g012-8_t.png,8,0,639,760
g013-4_t.png,361,0,799,636
g014-7_t.png,290,7,766,767
g016-8_t.png,16,16,606,763
g017-9_t.png,7,145,618,767
g018-6_t.png,195,7,799,767
g019-1_t.png,227,27,770,767
g020-6_t.png,218,6,799,767
g021-7_t.png,7,1,756,767
g023-6_t.png,0,5,765,763
g026-9_t.png,239,16,799,761
g027-6_t.png,340,37,788,767
g028-1_t.png,4,0,798,767
g029-9_t.png,206,9,670,767
g030-1_t.png,279,192,660,760
g031-6_t.png,1,0,727,762
g032-6_t.png,199,0,794,759
g033-7_t.png,182,4,790,659
g034-6_t.png,125,21,727,767
g035-6_t.png,0,0,799,763
g036-6_t.png,157,0,799,767
g037-6_t.png,188,0,752,744
g038-6_t.png,4,5,799,760
g039-4_t.png,0,4,633,688
g040-6_t.png,109,12,791,751
g041-6_t.png,0,7,783,760
g042-2_t.png,121,165,560,759
g043-8_t.png,219,0,795,767
g044-7_t.png,11,12,596,758
g045-9_t.png,13,390,540,767
g046-1_t.png,165,12,799,767
g047-4_t.png,8,0,614,767
g049-3_t.png,1,105,716,759
g050-7_t.png,111,29,529,749
g051-6_t.png,0,0,799,761
