file,xmin,ymin,xmax,ymax
b101-9_t.png,290,231,721,722
b102-0_t.png,313,150,589,670
b104-8_t.png,48,150,671,721
b105-2_t.png,103,58,673,722
b106-8_t.png,133,56,574,716
b107-9_t.png,124,115,568,767
b108-6_t.png,327,167,754,767
b109-4_t.png,178,109,572,666
b110-6_t.png,255,122,754,722
b111-7_t.png,117,45,646,741
b112-2_t.png,42,157,420,724
b114-3_t.png,146,45,536,626
b115-8_t.png,123,168,555,721
b116-6_t.png,220,183,748,767
b117-0_t.png,99,47,509,624
b118-8_t.png,58,87,611,654
b119-0_t.png,193,160,611,717
b120-9_t.png,146,119,505,584
b121-7_t.png,195,174,553,694
b122-4_t.png,170,0,720,656
b123-1_t.png,331,199,754,621
b124-5_t.png,150,167,523,657
b126-1_t.png,256,188,744,722
b127-6_t.png,169,178,664,668
b129-7_t.png,172,259,579,767
b130-1_t.png,320,138,755,723
b132-7_t.png,267,114,666,722
b134-9_t.png,208,48,546,615
b135-8_t.png,102,45,525,723
b136-8_t.png,91,45,526,602
b137-6_t.png,284,156,713,682
b138-3_t.png,194,45,736,666
b139-2_t.png,278,219,652,683
b140-8_t.png,69,154,621,723
b141-4_t.png,240,143,630,682
b142-1_t.png,235,202,713,690
b143-6_t.png,176,45,752,722
b144-3_t.png,57,45,701,650
b145-8_t.png,122,45,676,767
b146-6_t.png,186,186,754,719
b147-7_t.png,45,168,491,726
b148-6_t.png,161,141,713,723
b150-3_t.png,165,158,617,767
b151-9_t.png,129,93,559,722
b152-8_t.png,48,194,752,635
b153-1_t.png,45,103,741,723
b154-6_t.png,231,127,734,707
b155-6_t.png,219,141,673,649
b157-7_t.png,88,172,610,722
b158-8_t.png,203,0,711,611
b161-1_t.png,149,205,755,735
b163-7_t.png,130,46,547,767
b164-3_t.png,113,148,586,551
b165-7_t.png,150,229,570,598
b166-3_t.png,45,86,462,549
b167-2_t.png,138,268,480,722
b168-1_t.png,295,197,754,723
b169-2_t.png,203,203,618,725
b170-7_t.png,223,61,585,516
b171-7_t.png,45,45,539,727
b172-1_t.png,285,61,776,646
b173-9_t.png,189,210,612,767
b175-6_t.png,45,45,679,672
b176-7_t.png,309,44,673,471
b177-6_t.png,237,251,661,722
b179-2_t.png,252,122,618,767
b180-4_t.png,188,210,617,715
b181-8_t.png,91,45,496,627
b182-7_t.png,320,135,748,691
b183-1_t.png,133,169,754,686
b185-7_t.png,185,76,665,722
b187-2_t.png,111,44,574,722
b188-7_t.png,130,104,648,722
b189-7_t.png,102,45,555,722
b190-8_t.png,100,98,612,712
b191-3_t.png,157,46,554,702
b192-9_t.png,130,186,643,722
b193-2_t.png,54,82,486,722
b194-8_t.png,95,115,546,727
b195-3_t.png,136,134,595,716
b196-7_t.png,264,172,611,618
b197-8_t.png,155,45,642,724
b198-6_t.png,161,45,756,729
b199-1_t.png,223,102,711,701
b200-6_t.png,232,172,669,703
g001-2_t.png,188,124,748,724
g002-3_t.png,152,45,754,672
g003-8_t.png,200,164,665,718
g004-8_t.png,99,139,558,716
g005-8_t.png,138,141,563,722
g006-6_t.png,275,53,754,767
g007-1_t.png,31,162,686,723
g008-6_t.png,160,84,685,722
g009-8_t.png,97,289,572,723
g011-7_t.png,219,207,597,693
g012-8_t.png,121,158,601,636
g013-4_t.png,399,111,700,598
g014-7_t.png,328,125,727,723
g016-8_t.png,132,54,566,722
g017-9_t.png,45,184,579,722
g018-6_t.png,245,188,799,730
g019-1_t.png,266,113,715,712
g020-6_t.png,273,61,754,699
g021-7_t.png,123,45,714,728
g023-6_t.png,120,45,668,722
g026-9_t.png,281,141,785,722
g027-6_t.png,379,202,749,722
g028-1_t.png,214,45,754,723
g029-9_t.png,268,139,628,739
g030-1_t.png,348,231,621,722
g031-6_t.png,231,156,668,722
g032-6_t.png,254,126,754,679
g033-7_t.png,431,45,725,601
g034-6_t.png,208,120,672,654
g035-6_t.png,45,35,730,722
g036-6_t.png,202,44,716,705
g037-6_t.png,231,0,700,469
g038-6_t.png,200,91,669,713
g039-4_t.png,260,45,593,647
g040-6_t.png,159,77,740,695
g041-6_t.png,43,65,648,615
g042-2_t.png,161,204,521,637
g043-8_t.png,264,39,754,723
g044-7_t.png,128,100,549,720
g045-9_t.png,115,438,500,722
g046-1_t.png,225,87,754,632
g047-4_t.png,47,120,558,722
g049-3_t.png,45,235,664,721
g050-7_t.png,152,130,476,706
