file,xmin,ymin,xmax,ymax
b101-9_t.png,249,193,771,762
b102-0_t.png,268,108,629,713
b104-8_t.png,10,112,739,760
b105-2_t.png,15,20,792,760
b106-8_t.png,35,8,614,759
b107-9_t.png,84,76,607,767
b108-6_t.png,286,12,792,767
b109-4_t.png,138,6,620,713
b110-6_t.png,167,83,793,763
b111-7_t.png,7,0,684,767
b112-2_t.png,0,114,462,767
b114-3_t.png,107,6,580,670
b115-8_t.png,84,128,600,760
b116-6_t.png,169,133,793,767
b117-0_t.png,50,6,570,694
b118-8_t.png,20,49,655,757
b119-0_t.png,140,120,682,757
b120-9_t.png,99,81,566,648
b121-7_t.png,157,135,601,742
b122-4_t.png,131,0,778,695
b123-1_t.png,291,159,794,662
b124-5_t.png,108,129,573,725
b126-1_t.png,211,16,799,766
b127-6_t.png,0,120,704,757
b129-7_t.png,125,219,617,767
b130-1_t.png,92,98,799,767
b132-7_t.png,108,74,731,766
b134-9_t.png,169,0,585,663
b135-8_t.png,63,0,718,767
b136-8_t.png,41,5,564,640
b137-6_t.png,241,116,752,727
b138-3_t.png,76,1,791,714
b139-2_t.png,240,178,690,760
b140-8_t.png,12,115,671,767
b141-4_t.png,200,104,676,725
b142-1_t.png,5,7,757,740
b143-6_t.png,128,4,791,767
b144-3_t.png,18,1,740,707
b145-8_t.png,18,4,715,767
b146-6_t.png,143,6,799,763
b147-7_t.png,7,128,536,767
b148-6_t.png,0,83,752,767
b150-3_t.png,102,95,667,767
b151-9_t.png,36,54,600,760
b152-8_t.png,9,148,790,690
b153-1_t.png,4,43,792,767
b154-6_t.png,187,88,773,757
b155-6_t.png,95,102,712,693
b157-7_t.png,49,134,649,763
b158-8_t.png,164,0,792,649
b161-1_t.png,99,160,799,767
b163-7_t.png,12,1,586,767
b164-3_t.png,7,108,631,592
b165-7_t.png,111,189,609,767
b166-3_t.png,7,4,508,589
b167-2_t.png,30,219,535,767
b168-1_t.png,256,154,795,767
b169-2_t.png,7,152,660,767
b170-7_t.png,146,19,647,767
b171-7_t.png,0,0,598,767
b172-1_t.png,244,12,799,701
b173-9_t.png,146,171,650,767
b175-6_t.png,0,4,784,712
b176-7_t.png,0,0,791,514
b177-6_t.png,168,212,728,767
b179-2_t.png,148,78,658,767
b180-4_t.png,148,171,657,760
b181-8_t.png,53,6,536,666
b182-7_t.png,268,21,799,756
b183-1_t.png,93,131,794,725
b185-7_t.png,16,7,721,767
b187-2_t.png,72,0,635,767
b188-7_t.png,0,64,687,762
b189-7_t.png,63,5,601,761
b190-8_t.png,60,55,651,750
b191-3_t.png,16,0,594,744
b192-9_t.png,73,143,684,766
b193-2_t.png,7,44,525,763
b194-8_t.png,56,75,586,767
b195-3_t.png,7,95,637,755
b196-7_t.png,221,115,650,657
b197-8_t.png,1,0,687,767
b198-6_t.png,122,1,799,767
b199-1_t.png,148,39,750,741
b200-6_t.png,152,133,799,760
g001-2_t.png,147,84,787,767
g002-3_t.png,114,0,795,767
g003-8_t.png,161,125,707,759
g004-8_t.png,61,91,600,755
g005-8_t.png,99,102,604,761
g006-6_t.png,75,7,798,767
g007-1_t.png,0,7,791,767
g008-6_t.png,86,45,727,762
g009-8_t.png,48,250,611,767
g011-7_t.png,122,168,636,760
g012-8_t.png,82,115,640,684
g013-4_t.png,358,71,739,636
g014-7_t.png,266,86,767,767
g016-8_t.png,93,16,614,762
g017-9_t.png,7,145,617,767
g018-6_t.png,163,128,799,767
g019-1_t.png,227,74,753,767
g020-6_t.png,146,1,798,767
g021-7_t.png,85,5,762,767
g023-6_t.png,65,5,707,762
g026-9_t.png,100,100,799,761
g027-6_t.png,339,141,787,767
g028-1_t.png,173,0,799,767
g029-9_t.png,226,100,668,767
g030-1_t.png,306,192,659,761
g031-6_t.png,192,49,785,763
g032-6_t.png,215,0,794,719
g033-7_t.png,379,4,790,652
g034-6_t.png,167,78,711,712
g035-6_t.png,0,0,799,762
g036-6_t.png,156,0,799,767
g037-6_t.png,185,0,741,509
g038-6_t.png,124,8,710,754
g039-4_t.png,220,0,632,685
g040-6_t.png,118,13,798,735
g041-6_t.png,0,7,767,662
g042-2_t.png,122,165,560,718
g043-8_t.png,114,0,795,767
g044-7_t.png,79,47,590,758
g045-9_t.png,65,399,541,767
g046-1_t.png,178,7,799,680
g047-4_t.png,8,81,636,767
g049-3_t.png,1,183,707,759
g050-7_t.png,111,90,726,762
g051-6_t.png,154,4,799,761
g052-9_t.png,0,140,697,760
g053-6_t.png,182,196,799,767
g055-3_t.png,18,0,528,573
g056-9_t.png,127,134,687,760
g057-4_t.png,63,102,641,760
g058-4_t.png,192,180,685,753
g059-1_t.png,149,67,799,746
g060-1_t.png,99,32,709,767
g061-4_t.png,166,7,792,760
g062-9_t.png,135,23,639,767
g063-2_t.png,133,93,698,760
g064-1_t.png,204,53,794,767
g065-6_t.png,227,42,707,747
g066-4_t.png,155,57,737,759
g068-6_t.png,167,149,705,669
g069-7_t.png,6,133,511,761
g070-2_t.png,74,114,721,726
g071-2_t.png,8,92,506,767
g072-1_t.png,223,118,743,767
g073-8_t.png,60,70,659,760
g074-3_t.png,17,0,658,728
g075-3_t.png,67,111,799,759
g076-3_t.png,24,4,685,760
g077-1_t.png,203,137,799,725
g078-3_t.png,109,146,620,702
g079-1_t.png,132,115,677,618
g080-8_t.png,35,8,799,721
g081-1_t.png,138,235,795,767
g082-6_t.png,126,40,792,711
g083-8_t.png,69,42,704,632
g084-6_t.png,144,0,792,760
g085-2_t.png,171,229,798,767
g086-9_t.png,238,0,799,730
g087-8_t.png,121,143,707,760
g088-7_t.png,7,104,707,767
g089-0_t.png,66,0,516,574
g090-5_t.png,199,0,622,637
g092-3_t.png,70,5,792,767
g093-8_t.png,197,0,633,474
g094-6_t.png,182,0,792,604
g095-6_t.png,153,10,793,767
g096-2_t.png,137,6,730,759
g099-9_t.png,316,67,792,560
u201-6_t.png,0,0,784,759
u202-8_t.png,194,251,692,767
u204-2_t.png,17,106,580,759
u205-4_t.png,13,66,736,760
u206-3_t.png,374,7,799,767
u209-7_t.png,73,41,710,767
u211-8_t.png,104,7,714,680
u212-2_t.png,0,99,614,767
u213-5_t.png,24,7,570,767
u214-5_t.png,110,188,559,685
u215-8_t.png,151,118,571,738
u216-4_t.png,10,110,751,759
u217-6_t.png,0,8,799,685
u218-1_t.png,190,7,794,767
u220-5_t.png,113,120,497,554
u221-9_t.png,135,0,791,624
u222-3_t.png,9,60,787,757
u223-6_t.png,0,0,791,760
u224-6_t.png,61,54,713,663
u225-6_t.png,154,35,798,767
u226-3_t.png,89,189,662,767
u227-6_t.png,5,90,743,767
u228-3_t.png,11,91,667,760
u229-2_t.png,141,195,667,758
u230-6_t.png,56,9,714,763
u231-2_t.png,46,4,788,579
u232-4_t.png,132,138,594,762
u233-6_t.png,164,0,798,715
u235-4_t.png,86,5,609,689
u236-2_t.png,72,75,653,767
u237-1_t.png,278,30,798,761
u238-1_t.png,175,131,708,690
u240-1_t.png,161,105,744,767
u241-6_t.png,150,16,666,684
u242-1_t.png,171,116,795,761
u243-8_t.png,164,0,710,659
u245-7_t.png,0,0,799,767
u246-8_t.png,110,134,590,760
u247-1_t.png,237,7,799,619
u249-3_t.png,187,60,634,712
u250-1_t.png,283,145,794,767
u251-1_t.png,256,1,799,767
u252-6_t.png,125,0,778,767
u253-9_t.png,120,228,671,760
u254-3_t.png,4,134,641,767
u255-1_t.png,209,37,792,767
u256-7_t.png,265,111,749,767
u257-3_t.png,76,114,679,767
u258-1_t.png,164,61,783,622
u259-7_t.png,82,137,792,767
u260-8_t.png,91,0,718,767
u261-6_t.png,0,1,799,767
u263-1_t.png,0,13,799,761
u265-3_t.png,170,146,585,678
u266-3_t.png,15,96,706,759
u267-3_t.png,292,22,799,676
u268-4_t.png,93,92,593,767
u269-3_t.png,116,57,616,683
u270-6_t.png,167,78,711,712
u271-6_t.png,160,48,795,767
u272-9_t.png,37,131,622,751
u273-6_t.png,171,4,786,760
u274-9_t.png,229,73,697,636
u276-6_t.png,0,0,791,767
u277-9_t.png,150,147,685,761
u280-5_t.png,62,230,548,767
u281-7_t.png,261,115,708,722
u282-2_t.png,8,181,516,673
u283-6_t.png,141,7,799,760
u284-2_t.png,5,47,798,767
u285-4_t.png,4,76,652,723
u286-6_t.png,196,92,709,710
u287-3_t.png,203,104,754,656
u288-6_t.png,0,1,799,760
u289-6_t.png,197,18,746,628
u290-4_t.png,8,8,523,760
u291-6_t.png,192,101,768,759
u292-1_t.png,157,139,798,766
u293-1_t.png,310,7,799,698
u294-6_t.png,88,45,799,746
u295-1_t.png,176,64,791,631
u296-6_t.png,155,96,799,767
u298-2_t.png,123,79,792,759
u299-8_t.png,255,0,799,701
u300-2_t.png,239,145,798,658
